Name,Type,ParentId,BillingStreet,BillingCity,BillingState,BillingPostalCode,BillingCountry,ShippingStreet,ShippingCity,ShippingState,ShippingPostalCode,ShippingCountry,Phone,Fax,AccountNumber,Website,Industry,AnnualRevenue,Employees
Amora Hotel Jamison Sydney,,,,,,,Australia,,,,,,02 9696 2500,,,,Hotels,,
AMP,,,,,,,,,,,,,02 9761 9591,,,,Superannuation,,
AMR Mazda,,,380 Parramatta Road,Petersham,NSW,2049,Australia,,,,,,02 9572 5000,,,,Cars,,
AMT Group,,,,,,,Australia,,,,,,02 8746 2200,,,,Telecommunications,,
AMT Pharmcacy (Better Health Pharmacy),,,,,,,,,,,,,0488 101 944,,,,,,
Amyson Pty Ltd,,,,,,,Australia,,,,,,(02) 9756 6338,,,,Food & Drink,,
Anaconda,,,,,,,,,,,,,03 9675 4000,,,,Camping Equipment,,
ANCAP Australasia Ltd,,,PO Box 4041 Manuka ACT 2603,,ACT,,,,,,,,(02) 6232-0232,,,,Associations,,
Ancestry,,,,,,,Australia,,,,,,,,,,,,
Anchor Foods,,,,,,,,,,,,,08 9314 4200,,,,Dairy,,
Andersens - Must call Agency (The Library),,,,,,,Australia,,,,,,07 5462 1955,,,,Builders,,
Andersons Solicitors,,,,,,,,,,,,,08 8238 6666,,,,Lawyers,,
Andrew Kay & Associates,,,,,,,Australia,,,,,,03 9820 5477,,,,Touring Promoters,,
Andrew Kennedy Funerals,,,,,,,Australia,,,,,,02 9663 0408,,,,Funeral Directors,,
Andrew Macmanus Presents - CLOSED DOWN,,,,,,,,,,,,,03 9481-6377,,,,Touring Promoters,,
Andrew Vincent Chiropractor,,,,,,,Australia,,,,,,732211346,,,,,,
Andrews Airport Parking,,,,,,,Australia,,,,,,03) 9339 9400,,,,Airport,,
Angas Securties,,,Level 14, 26 Flinders Street,  Adelaide SA 5000 Phone: (08) 8410 4343 Fax: (08) 8410 4355,,,,,,,,,,08 8410 4343,,,,Security,,
Ange La Mantia,,,,,,,Australia,,,,,,423821890,,,,,,
Angel Flight,,,,,,,Australia,,,,,,07 3620 8300,,,,Associations,,
Angels Hope - Anti Bullying,,,,,,,Australia,,,,,,03 6388 8413,,,,Charities,,
Anglican Diocese of Brisbane,,,,,,,,,,,,,07 38387680,,,,Education,,
Anglican Retirement Villages NSW,,,,,,,,,,,,,9421 5333,,,,Retirement Homes,,
Anglicare SA,,,,,,,Australia,,,,,,883059200,,,,,,
Anglicare WA,,,,,,,Australia,,,,,,08 9263 2000,,,,Childcare,,
Angus & Coote,,,,,,,,,,,,,,,,,Retail,,
Angus Beef,,,,,,,,,,,,,02 6772 3011,,,,Food & Drink,,
Animal Liberation Queensland,,,,,,,Australia,,,,,,07) 3255 9572,,,,Charities,,
Animals Australia,,,,,,,,,,,,,,,,,Charities,,
Ansell Healthcare,,,,,,,,,,,,,,,,,,,
Anston Paving,,,,,,,Australia,,,,,,1300 788 694,,,,Outdoor Furniture,,
Antenna Masters,,,,,,,,,,,,,(08) 9240 8980,,,,DIY & Hardware,,
Anthony John Group,,,,,,,Australia,,,,,,07 3839 0011,,,,Builders,,
Anthony Murrays Furniture,,,,,,,,,,,,,08 9444 9533,,,,Retail,,
Antipodes Nature NZ,,,,,,,Australia,,,,,,0011 64 4 934 7930,,,,Beauty,,
Antler Distributor,,,,,,,,,,,,,,,,,,,
ANZ,,,,,,,,,,,,,03 8654 0000,,,,Banks,,
ANZ Stadium,,Venues Live,,,,,,,,,,,,,,,Stadium,,
AON Corporation Australia Limited,,,,,,,,,,,,,02 9253 7000,,,,,,
aopera,,,,,,,Australia,,,,,,,,,,,,
AOT (Accredited Online Training),,,,,,,,,,,,,074 041-3198,,,,Education,,
AOT Holidays,,,,,,,,,,,,,+61 3 9867 7233,,,,Travel Agent,,
AOTEA Fencing,,,,,,,Australia,,,,,,,,,,Garden,,
Ap Eagers,,,,,,,,,,,,,07) 3248 9455,,,,Cars,,
Apex Tool Group,,,,,,,Australia,,,,,,02 6058 0300,,,,DIY & Hardware,,
APG Homes,,,,,,,,,,,,,08 9441 5888,,,,Builders,,
API,,,,,,,,,,,,,03 8855 3000,,,,Retail,,
API Leisure and Lifestyle,,,,,,,Australia,,,,,,07 3005 6600,,,,Associations,,
APIA,,,,,,,,,,,,,,,,,Insurance,,
Apivita,,,,,,,,,,,,,03 9495 6366,,,,,,
APLNG,,,,,QLD,,,,,,,,,,,,,,
Apollo Blinds,,,,,,,,,,,,,02 9350 9999,,,,Blinds,,
Apollo Patios,,,,,,,,,,,,,07 3277 7666,,,,Builders,,
Apollo RV Sales,,,,,,,Australia,,,,,,07 3265 9260,,,,,,
Apollo Solar Brisbane,,,,,,,Australia,,,,,,0413 276 556,,,,,,
Apparel Group (Sportscraft/saba),,,,,,,,,,,,,02 8306 3700,,,,Retail,,
APPEA,,,,,,,,,,,,,02 6247 0960,,,,Utilities,,
Apple,,,,,,,,,,,,,02 9641 8000,,,,Electronics,,
Apple Inc.,,,1 Infinite Loop,Cupertino,CA,95014,United States,,,,,,1-800-MY-APPLE,,,,,,
Appliances online,,,,,,,,,,,,,02 9735 5400,,,,Websites,,
Applied Care,,,,,,,Australia,,,,,,02 9248 2843,,,,,,
APPP - Baby Love,,,,,,,,,,,,,,,,,,,
April5 Brand Activation Agency,Activation Agency,,,,,,,,,,,,02 9977 6255,,,,,,
APT - NOT REALLY RIGHT FOUR OFFERING, Best not to go here,,,,,,,,,,,,,03 8526 1300,,,,Travel Agent,,
Aqua Technics,,,,,,,,,,,,,,,,,,,
Aqua Vista Glass,,,,,,,Australia,,,,,,07 3861 9977,,,,,,
AquaFresh Water Filters,,,,,,,Australia,,,,,,07 3355 1591,,,,Retail,,
Aqualand,,,,,,,,,,,,,02 9228 1888,,,,Real Estate,,
Aquatic Leisure Technologies,,,,,,,,,,,,,,,,,Swimming Pools,,
Aquatics and Recreation Victoria,,,,,,,Australia,,,,,,03) 9271 3800,,,,Associations,,
Aqueo - Havianas,,,,,,,,,,,,,02 9369 0500,,,,,,
Aquila Shoes,,,,,,,Australia,,,,,,03 8412 9800,,,,Retail,,
Araluen Botanic Park,,,,,,,Australia,,,,,,,,,,Local Attractions,,
ARB 4x4 Accessories,,,,,,,Australia,,,,,,08 6254 2367,,,,Cars,,
ArborCrest,,,14a Payneham Road, Stepney SA 5069,,,,Australia,,,,,,08 8312 5869,,,,Builders,,
Ardent Leisure (Dreamworld, white water world & Sky Point),Client,,,,,,,,,,,,07 5588 1111,,,,Tourism,,
Ardex Australia Pty Ltd,,,,,,,,,,,,,9851 9199,,,,,,
Aria Property,,,,,,,Australia,,,,,,,,,,Real Estate,,
Ariston Australia,,,,,,,Australia,,,,,,1300 762 219,,,,,,
Ark Corporation,,,,,,,,,,,,,9678 9036,,,,,,
Arkadia Property Group,,,,,,,Australia,,,,,,02 9908 0321,,,,Super Stores,,
Arlec Australia,,,,,,,Australia,,,,,,03 9982 5000,,,,,,
Arlecchino on the Road,Supplier,,,,,,,,,,,,0432 202115,,,,,,
Armadale Mower World,,,,,,,,,,,,,089497 1339,,,,Retail,,
Armadale Reptile & Wildlife Centre,,,,,,,,,,,,,08 9399 6927,,,,Local Attractions,,
Armored Autogroup,,,,,,,Australia,,,,,,02 8895 2222,,,,Cars,,
Arra Hotels,,,,,,,,,,,,,03 51431077,,,,,,
Arrow Caravans,,,,,,,,,,,,,,,,,,,
Arrow Energy,,,,,Qld,,,,,,,,(073) 012-4000,,,,Utilities,,
Art Gallery NSW,,,,,,,,,,,,,,,,,Local Attractions,,
Art Gallery of South Australia,,,,,,,Australia,,,,,,08 8207 7000,,,,Tourism,,
Art Gallery WA,,,,,,,,,,,,,08 9492 6600,,,,Local Attractions,,
Art Series Hotels,,,,Melbourne,VIC,3000,Australia,,,,,,03 9040 1247,,,,Hotels,,
ARTC (Australian Rail Track Corporation),,,,,,,Australia,,,,,,,,,,Associations,,
Arthur J. Gallagher / Oamps,,,,,,,Australia,,,,,,03) 9412 1555,,,,Insurance,,
Artist Network Australia,,,,,,,Australia,,,,,,02 9819 6411,,,,Unknown,,
Arts Centre - Melbourne,Client,,,,VIC,,,,,,,,03 9281 8000,,,,Exhibitions & Centres,,
Artslink QLD (CLOSED),,,,,,,Australia,,,,,,,,,,,,
Asahi Beverages,,,,,,,,,,,,,383690300,,,,Alcohol,,
Dominion Cross Pty Ltd (Ascent Footwear),,,,,,,Australia,,,,,,07 3265 5660,,,,Retail,,
Ascent Learning,,,L28 / 320 Pitt Street  Sydney NSW 2000,,,,Australia,,,,,,1300 944 246,,,,Education,,
Ascham School,,,,,,,Australia,,,,,,02 8356 7000,,,,College & School,,
Ashland,,,,,,,Australia,,,,,,02 8603 2300,,,,Chemists,,
Ashley & Martin,,,,,,,,,,,,,(089) 322-1200,,,,,,
Ashley Institute,,,,,,,Australia,,,,,,732089455,,,,Education,,
Asics,,,,,,,,,,,,,02 9853 2300,,,,Retail,,
Ask For Cask (Winemakers Federation of Australia),,,,,,,Australia,,,,,,,,,,Alcohol,,
Asko,,,,,,,,,,,,,03 8551 2200,,,,,,
Asko - Morphy Richards,,,,,,,,,,,,,1300002756,,,,,,
ASN,,,,,,,Australia,,,,,,,,,,,,
ASOS,,,,,,,,,,,,,,,,,,,
ASPIA,,,,,,,Australia,,,,,,1300 766 064,,,,Associations,,
Aspire Drinks Australia,,,,,,,Australia,,,,,,,,,,,,
Aspire Institute,,,,,,,Australia,,,,,,,,,,Education,,
Aspley Homemaker City,,,,,,,Australia,,,,,,02) 9908 0321,,,,Super Stores,,
Assa Abloy,,,,,,,,,,,,,03 8574 3888,,,,,,
Asset Super,,,,,,,,,,,,,,,,,Superannuation,,
Asset Training Australia,,,,,,,Australia,,,,,,,,,,Education,,
Assistance Dogs,,,,,,,Australia,,,,,,02 9548 3355,,,,Charities,,
Associated Retailers,,,,,,,,,,,,,394298266,,,,Retail,,
Association of Independent Schools NSW,,,,,,,Australia,,,,,,,,,,Associations,,
Association of Mining and Exploration Companies,,,,,,,,,,,,,,,,,,Associations,,
Asthma Foundation,,,,,,,,,,,,,07 3252 7677,,,,Charities,,
Astivita Renewables,,,,,,,Australia,,,,,,07 3726 2000,,,,,,
Astor Theatre,,,,,,,,,,,,,893701777,,,,Local Attractions,,
Astoria Honda Centre,,,,,,,Australia,,,,,,03 9579 1988,,,,Cars,,
Astrazeneca,,,,,,,,,,,,,9978 3500,,,,Pharmaceuticals,,
ATA Allstar Artists,,,,,,,,,,,,,02 9212 2433,,,,Touring Promoters,,
ATCO Gas,,,,,,,Australia,,,,,,08) 6163 5000,,,,Utilities,,
Ateco,,,,,,,,,,,,,02 8577 8000,,,,Cars,,
Athletics Australia,,,,,,,Australia,,,,,,03 8646 4550,,,,,,
Athletics NSW,,,,,,,,,,,,,02 9746 1122,,,,Associations,,
ATIA (Australian Taxi Industry Association),,,,,,,Australia,,,,,,,,,,,,
Atkins Diet,,,,,,,,,,,,,03 8353 2850,,,,Weight Loss,,
Atlantic Performance Oils,,,40 Liverpool St Ingleburn NSW 2565,,,,Australia,,,,,,298297555,,,,Fuel,,
Atlantis Beach,,,,,,,Australia,,,,,,895611700,,,,,,
Atomic 212 Group,Agency,,,,,,Australia,,,,,,292478388,,,,Ad Agency,,
Atomic Marketing,Activation Agency,,,,,,Australia,,,,,,,,,,,,
Atrium Homes,,,,,,,,,,,,,(08) 6310 8888,,,,Builders,,
ATS Timber,,,,,,,Australia,,,,,,02 9630 5622,,,,Timber,,
Attache,,,,,,,,,,,,,9929 8700,,,,Business Software,,
Attwood Marshall Lawyers,,,,,,,,,,,,,07 5536 9777,,,,Lawyers,,
Audi,,,,,,,,,,,,,,,,,Cars,,
Audi Centre Melbourne,,,,,,,Australia,,,,,,(03) 9654 8677,,,,Cars,,
Audible Inc.,,,,,,,Australia,,,,,,1800 736-910,,,,,,
Audio Clinic,,,,,,,Australia,,,,,,02 9857 8288,,,,,,
Aurec,,,Level 8,  10 Bridge St,Sydney,NSW,2000,,,,,,,02 9993 1065,,,,,,
Aurizon,,,,,,,,,,,,,07 3019 9000,,,,Transport,,
Aurora Pharmaceuticals Pty Ltd,,,,,,,,,,,,,,,,,Pharmaceuticals,,
Aus Hotels,,,,,,,Australia,,,,,,07) 3846 6680,,,,Hotels,,
AusBuild,,,,,,,,,,,,,(07) 3245 0600,,,,Builders,,
Auscott,,,,,,,Australia,,,,,,,,,,Associations,,
Ausenco,,,,,,,,,,,,,07 3169 7000,,,,,,
Ausfund,,,,,,,,,,,,,,,,,,,
Ausglobal Travel,,,,,,,,,,,,,08 8359 7656,,,,Travel Agent,,
AusGold Mining Group,,,228 Blende St, Broken Hill NSW 2880,,,,Australia,,,,,,(08) 8087 3004,,,,Mining,,
Ausgrid,,,,,,,,,,,,,13 13 65,,,,Utilities,,
AusHomes,,,,,,,Australia,,,,,,,,,,Builders,,
Aussie Air,,,,,,,Australia,,,,,,1300760607,,,,Air Conditioning,,
Aussie Credit Card,,,,,,,,,,,,,,,,,Banks,,
Aussie Disposals,,,,,,,,,,,,,(03) 9799 5777,,,,Camping Equipment,,
Aussie Escape Caravans,,,,,,,Australia,,,,,,07 3205 7738,,,,Caravan Sales,,
Aussie Farmers Direct,,,,,,,,,,,,,03 9015 9100,,,,Supermarkets,,
Aussie Helpers,,,,,,,,,,,,,0488 123 400,,,,Charities,,
Aussie Living Homes,,,,Perth,WA,,Australia,,,,,,08 9241 4911,,,,Builders,,
Aussie Sim,,,Level  1, 91 Hay Street,Subiaco,WA,6008,Australia,,,,,,08 6252 4224,,,,Telecommunications,,
Aussie Solar World,,,,Melbourne,VIC,3000,Australia,,,,,,1300 727 161,,,,Solar Power,,
Aussie Travel Cover,,,10, 9 Bungan Street,Mona Vale,NSW,2103,Australia,,,,,,02 9979 8888,,,,Insurance,,
Aussiebum,,,,,,,,,,,,,,,,,,,
Austcare,,,,,,,,,,,,,,,,,,,
Austcorp,,,,,,,Australia,,,,,,02 8016 9999,,,,Builders,,
Austim Timber,,,,,,,,,,,,,894096111,,,,Builders,,
Austin Computers,,,,,,,,,,,,,08 9202 0100,,,,Retail,,
Austlink Education Group,,,87-89 Liverpool St,Sydney,NSW,2000,Australia,,,,,,92831068,,,,Education,,
austraklian,,,,,,,Australia,,,,,,,,,,,,
Austral Bricks,,Brickworks Building Products,,,,,,,,,,,298402333,,,,Builders,,
Austral Landrover,,,,,,,Australia,,,,,,,,,,,,
Austral Volvo,Client,,773 Ann St,Fortitude Valley,QLD,4006,Australia,,,,,,073250 3000,,,,Motoring,,
Australand/Frasers Property,,,,,,,,,,,,,732494700,,,,Property Developer,,
Australasian Bulk Foods,,,,,,,Australia,,,,,,(03) 9555 2077,,,,Confectionary,,
Australasian College of Natural Therapies (Think Education),,,,,,,,,,,,,07 3270 1000,,,,Education,,
Australasian Lawrence Aged Care College,,,,,,,Australia,,,,,,,,,,Education,,
Australia Reptile Park,,,,,,,Australia,,,,,,02 4340 1022,,,,Local Attractions,,
Australia Seniors Finance,,,,,,,,,,,,,,,,,Financial,,
Australia Ulitmate Surf Shop,,,,,,,,,,,,,411488863,,,,Retail,,
Australia's Coral Coast,,,,,,,,,,,,,08 9321 9111,,,,,,
Australia's Golden Outback,,,,,,,,,,,,,08 9325 1500,,,,Tourism,,
Australia's South West (Tourism),,,,,WA,,Australia,,,,,,08 9842 6733,,,,Tourism,,
Australian Academy of Beauty Therapy,,,,,,,Australia,,,,,,029634 6416,,,,,,
Australian Agricultural Company,,,,,,,Australia,,,,,,07 3368 4400,,,,Associations,,
Australian Anteners,,,,,,,,,,,,,03 9899 7171,,,,,,
Australian Automobiles Association,,,,,,,,,,,,,02 6247 7311,,,,Government,,
Australian Avocado,Client,Horticulture Australia,,,NSW,,,,,,,,438132477,,,,Food & Drink,,
Australian Banana Growers Council,Client,Horticulture Australia,,,,,,,,,,,,,,,Food & Drink,,
Australian Baseball LEague,,,,,,,Australia,,,,,,02 8226 0225,,,,Sporting Events,,
Australian Bidets,,,,,,,Australia,,,,,,02 9319 0887,,,,Household Products,,
Australian Broadcasting Corporation (ABC),,,,,,,,,,,,,,,,,Radio,,
Australian Business School,,,,,,,Australia,,,,,,07 3211 5595,,,,Education,,
Australian Business Traveller,,,,,,,Australia,,,,,,,,,,Magazines,,
Australian Capital Tourism,Client,,,,,,,,,,,,02 6205 0666,,,,Tourism,,
Australian Careers Business College,,,,,,,Australia,,,,,,02 9824 0000,,,,Education,,
Australian Careers Network,,,,,,,Australia,,,,,,,,,,Education,,
Australian Catholic University,,,,,,,Australia,,,,,,07 3623 7139,,,,University,,
Australian Centre Of Moving Images (ACMI),,,,,,,,,,,,,61 3 8663 2200,,,,,,
Australian Classic Homes,,,,,,,,,,,,,(08) 8332 6099,,,,,,
Australian College,,,,,,,Australia,,,,,,1300 783 283,,,,Education,,
Australian College Of Applied Education,,,,,,,Australia,,,,,,893223202,,,,Education,,
Australian College of Nursing,,,,,,,Australia,,,,,,,,,,Education,,
Australian College of Professionals,,,,,,,Australia,,,,,,,,,,Education,,
Australian College of Rural and Remote Medicine,,,,,,,Australia,,,,,,,,,,Education,,
Australian Community Support Organisation,,,,,,,Australia,,,,,,,,,,Associations,,
Australian Conservation Foundation,,,,,,,,,,,,,1800 223 669,,,,Charities,,
Australian Credit and Finance,,,Lv 11, 37 Pitt Street, Sydney, NSW 2000,,,,Australia,,,,,,1300 737 868,,,,Financial,,
Australian Education Union,,,,,,,Australia,,,,,,03 9417 2822,,,,Union,,
Australian Electoral Commission,,,,,,,,,,,,,02 6273 8606,,,,Federal Government,,
Australian Ethical Investment,,,,,,,Australia,,,,,,,,,,,,
Australian Farmers??? Fighting Fund,,,,,,,Australia,,,,,,,,,,Associations,,
Australian Federal Police,,,,,,,,,,,,,02 6131 3000,,,,Government,,
Australian Federation of Travel Agents,,,,,,,Australia,,,,,,02 9287 9900,,,,Associations,,
Australian Financial Advisers,,,,,,,Australia,,,,,,07 3512 7800,,,,Financial,,
Australian Fleet Sales/OzCar,,,,,,,,,,,,,,,,,Cars,,
Australian Food & Grocery Council,,,,,,,Australia,,,,,,,,,,,,
Australian Food and Grocery Council,,,,,,,,,,,,,02 6273 1466,,,,Associations,,
Australian Food Safety Information Council,,,,,,,,,,,,,,,,,Government,,
Australian Grand Prix Corporation,,,,,,,,,,,,,03 9258 7100,,,,Sporting Events,,
Australian Healthcall Group,,,,,,,Australia,,,,,,(02) 9988 4588,,,,Medical,,
australian healthcare,,,,,,,Australia,,,,,,,,,,,,
Australian Higher Education Industrial Association,,,,,,,Australia,,,,,,,,,,Associations,,
Australian Hotels Association,,,,,,,Australia,,,,,,,,,,Associations,,
Australian House and Land,,,,,,,Australia,,,,,,,,,,,,
Australian Institute of Business,,,,,,,,,,,,,08 8212 8111,,,,University,,
Australian Institute of Creative Design,,,,,,,Australia,,,,,,(07) 55 938 335,,,,Education,,
Australian Institute of fitness,,,,,,,,,,,,,284592900,,,,Education,,
Australian Institute of sport,,,,,,,,,,,,,02 6214 1111,,,,Education,,
Australian Jockey Club,,,,,,,,,,,,,,,,,,,
Australian Kidney Foundation,,,Level 3 68 St Georges Tce, Perth WA 6000,,,,Australia,,,,,,1800 454 363,,,,Charities,,
Australian Koala Foundation,,,,,,,,,,,,,07 3229 7233,,,,Charities,,
Australian Labor Party,,,,,,,,,,,,,(02) 6277 7520,,,,Political Parties,,
Australian Lawn Concepts,,,48 Four Mile Lane, Boyland Qld 4275,,,,Australia,,,,,,1800 489 465,,,,Garden,,
Australian Lawn Wholesalers,,,,,,,,,,,,,02??9099 0510,,,,Retail,,
Australian Liquor Marketers,,,,,,,,,,,,,,,,,,,
Australian Literacy & Numeracy Foundation,,,208 New South Head Rd,Edgecliff,NSW,2027,Australia,,,,,,02 9362 3388,,,,Charities,,
Australian Made, Australian Grown Campaign,,,Suite 105, 161 Park Street, South Melbourne VIC 3205,,,,,,,,,,(03) 9686 1500,,,,,,
Australian Marriage Equality,,,44 Market Street,Sydney,NSW,1230,Australia,,,,,,,,,,Charities,,
Australian Meat Industry Council,,,,,,,Australia,,,,,,,,,,Associations,,
Australian Modular Homes,,,,,,,Australia,,,,,,07 3386 0821,,,,,,
Australian Mortgage Options,,,,,,,,,,,,,02 9709 3111,,,,Mortgage & Home Loan,,
Australian Motors,,,,,,,Australia,,,,,,(08) 8179 3666,,,,,,
Australian Motors (SA),,,,,,,Australia,,,,,,08 8172 6500,,,,Cars,,
Australian Mushroom Growers Assoc,Client,Horticulture Australia,,,NSW,,Australia,,,,,,245776877,,,,Associations,,
Triumph,,,,,,,,,,,,,07 3906 9399,,,,Retail,,
Tropfest,,,,,,,,,,,,,,,,,,,
Tropical Lifestyle Living,,,,,,,Australia,,,,,,,,,,,,
Tropical North Queensland Tourism,,,,,,,,,,,,,07 4051 3588,,,,Tourism,,
Australian National University,,,,,,,,,,,,,(02) 6125 5111,,,,University,,
Australian Nurses and Midwifery Federation Victoria,,,,,,,,,,,,,03 9275 9333,,,,Union,,
Australian Nursing and Midwifery Federation,,,,,,,,,,,,,(08) 8334 1900,,,,Union,,
Australian Olives,,,,,,,Australia,,,,,,08 8573 6545,,,,Associations,,
Australian Open,,,,,,,,,,,,,,,,,,,
Australian Organ and Tissue Donation,,,,,,,,,,,,,,,,,,,
Australian Organic,,,,,,,Australia,,,,,,,,,,Charities,,
Australian Organics Recycling Association,,,,,,,Australia,,,,,,,,,,,,
Australian Outdoor Living,,,,,,,,,,,,,08 8363 4999,,,,Outdoor Furniture,,
Australian Pacific Touring,,,,,,,Australia,,,,,,03 8526 1300,,,,Travel Agent,,
Australian Paper,,,,,,,Australia,,,,,,03 8540 2300,,,,,,
Australian Parachute Federation,,,Po Box 1440, Springwood Queensland 4127, Australia,,,,Australia,,,,,,07 3457 0100,,,,Associations,,
Australian Physiotherapy Association,,,,,,,Australia,,,,,,03 9092 0888,,,,Associations,,
Australian Podiatry Association - NSW & ACT,,,,,,,Australia,,,,,,,,,,Associations,,
Australian Pork,,,,,,,,,,,,,02 6285 2200,,,,Food & Drink,,
Australian Power & Gas,,,,,,,,,,,,,8908 2700,,,,Utilities,,
Australian Prawn Farmers Ass - Queensland Prawns,,,,,,,,,,,,,07 3400 2002,,,,Associations,,
Australian Professional Skills Institute,,,,,,,Australia,,,,,,08 6365 4386,,,,Education,,
Australian Property Advisory Service,,,,,,,Australia,,,,,,07 3198 3836,,,,Financial,,
Australian Radio Network (ARN),,,,,,,,,,,,,(02) 8899 9888,,,,Radio,,
Australian Rainforest Foundation,,,,,,,,,,,,,,,,,Charities,,
Australian Republican Movement,,,,,,,Australia,,,,,,(02) 6257 3705,,,,Associations,,
Australian Retailers Association,,,,,,,Australia,,,,,,1300 368 041,,,,Associations,,
Australian Road Safety Foundation,,,Unit 2/ 4 Old Pacific Highway,Yatala,QLD,4207,Australia,,,,,,1300 723 843,,,,Motoring,,
Australian Rugby Union,Protected,,,,,,Australia,,,,,,02 8005 5555,,,,Sports Clubs,,
Australian Securities Exchange,,,,,,,Australia,,,,,,,,,,Financial,,
Australian Seniors,,,,,,,,,,,,,03) 9503 5544,,,,,,
Australian Shark & Ray Centre,,,,,,,,,,,,,03 8759 0069,,,,Local Attractions,,
Australian Skin Cancer Clinic,,,,,,,Australia,,,,,,,,,,Medical,,
Australian Skin Clinics,,,,,QLD,,Australia,,,,,,(07) 5580 4481,,,,Beauty Therapists,,
Australian Sports Commission,,,,,,,,,,,,,,,,,,,
Australian Sports Nutrition,,,,,,,Australia,,,,,,438684453,,,,,,
Australian Sports Tours,,,,,,,,,,,,,03 8802 4547,,,,,,
Australian Sunset Tours,,,,,,,Australia,,,,,,,,,,Tourism,,
Australian Super,,,,,,,,,,,,,03) 8648 3900,,,,Superannuation,,
Australian Tax Office,,,,,,,Australia,,,,,,,,,,Government,,
Australian Tourist Park Management,,,,,,,Australia,,,,,,07 5607 1405,,,,Holiday Parks,,
Australian Toy Association,,,Australian Toy Association Suite 1.03, Level 1, 492 St Kilda Road Melbourne Victoria 3004, Australia,,,,Australia,,,,,,03 9320 2600,,,,Associations,,
Australian Trade College,,,,,,,Australia,,,,,,,,,,Education,,
Australian Training Colleges,Protected,,,,,,Australia,,,,,,(02) 8262 1910,,,,Education,,
Australian Turf Club,,,Alison Rd,Randwick,NSW,2031,Australia,,,,,,1300 729 668,,,www.australianturfclub.com.au,Sporting Bodies,,
Australian Ugg Original,,,,,,,Australia,,,,,,(040) 496-9969,,,,,,
Australian Unity,,,,,,,,,,,,,03 8682 5000,,,,Insurance,,
Australian Unity Health (PLEASE USE OTHER CARD),,,,,,,,,,,,,03 86824253,,,,Insurance,,
Australian War Musuem,,,,,,,,,,,,,02 62434211,,,,Local Attractions,,
Australian Whale Watching,,,,,,,Australia,,,,,,07 5538 2111,,,,Tourism,,
Australian Wool Products,,,,,,,Australia,,,,,,02 9829 6199,,,,,,
Australian Workers Union,,,,,,,,,,,,,02) 8005 3333,,,,Union,,
Austsafe Super,,,,,,,Australia,,,,,,732181400,,,,Superannuation,,
austutor,,,,,,,,,,,,,1300 088 867,,,,Education,,
Ausure/AFM Insurance,,,,,,,Australia,,,,,,,,,,,,
Auswide Bank,,,,,,,Australia,,,,,,1300 943 322,,,,Banks,,
Autism SA,,,1/262 Marion Road Netley SA 5033,,,,Australia,,,,,,(08) 8379 6976,,,,Charities,,
Auto Masters,,,,,,,Australia,,,,,,893161117,,,,,,
Auto One,Protected,,,,,,,,,,,,,,,,,,
Autobarn,,,,,,,,,,,,,03 8878 1111,,,,,,
Autoleaders,,,,,,,Australia,,,,,,0407 727 347,,,,Cars,,
Autopia Tours,,,,,,,,,,,,,03 9318 0021,,,,Tourism,,
Auzion,,,,,,,,,,,,,(040) 947-8199,,,,,,
AV Jennings,Protected,,,,,,,,,,,,03 8888 4800,,,,,,
AV Super,,,,,,,,,,,,,02 6268 4722,,,,,,
Avant group,,,,,,,Australia,,,,,,02 9260 9000,,,,Insurance,,
Avante Marine,,,,,,,Australia,,,,,,02 9737 0727,,,,Boat & Marine,,
Aveling Homes,,,,,,,,,,,,,08 6144 1000,,,,Builders,,
Avenues Early Learning Centres,,,,,,,Australia,,,,,,(07) 3852 4666,,,,Childcare,,
Avery Dennison Office Products,,,,,,,Australia,,,,,,02) 9843 0777,,,,Office Equipment,,
Avid Sports,,,,,,,Australia,,,,,,,,,,Sports Clubs,,
Avida Caravan Sales,,,,,,,,,,,,,02 4735 8116,,,,Caravan Sales,,
Avis,,,,,,,,,,,,,,,,,,,
Aviva,,,,,,,,,,,,,,,,,,,
Avolan Property Group,,,,,,,,,,,,,,,,,,,
Avstev Group,,,,,,,Australia,,,,,,293631088,,,,,,
Aware Environmental,,,,,,,Australia,,,,,,03 97921909,,,,,,
Awesome Arts Festival - Perth,,,,,,,Australia,,,,,,,,,,Local Attractions,,
AWLQ,Client,,,,,,Australia,,,,,,07) 55 099 000,,,,Charities,,
AWPL Retail Solutions,,,,,,,,,,,,,03 8645 5400,,,,,,
Awsome Patios,,,,,,,,,,,,,401741881,,,,Outdoor Furniture,,
AXA/AMP Insurance,,,,,,,,,,,,,+61 2 9761 9591,,,,Insurance,,
Axis Golf - Nike Golf distributor,,,,,,,,,,,,,,,,,,,
Ayam (A. Clouet),,,,,,,,,,,,,02 8814 8086,,,,Food & Drink,,
Ayers Rock Resort,,,,,,,,,,,,,ray's line - 8296 8047,,,,Hotels,,
B & D Doors,,,,,,,,,,,,,02 9722 5555,,,,DIY & Hardware,,
B Digital,,,,,,,,,,,,,,,,,,,
B Pay,,,,,,,,,,,,,02) 9646 9222,,,,Financial,,
B.-d. Farm Paris Creek,,,,,,,Australia,,,,,,08 8388 3339,,,,,,
Baarrooka Alpacas,,,,,,,,,,,,,,,,,Breeders,,
Babies Direct,,,,,,,Australia,,,,,,02 9648 3300,,,,,,
